episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
120,1.0,3.2000045252696623,0.6831289585439785,0.19430268158747543,7.2,2.0,12,0.0,False,True,0.792086227075437,1,17.709159380834848,559.559,prepare,0.0,0
120,2.0,3.1997327938476547,0.6831032114197833,0.18326595495146542,-11.4,3.5,9,3.4287543722536684,False,True,0.7905513581379262,1,17.709159380834848,559.64,in_progress,0.0,0
120,3.0,3.2099125528529875,0.6839629643575342,0.2975740993783463,11.3,1.3,16,0.001,False,True,0.8480418183685164,1,17.709159380834848,559.705,in_progress,0.0,0
120,4.0,3.229504425107104,0.6904061985458617,1.6911068577880595,-0.9,3.0,4,0.001,False,True,0.9587286987682861,1,17.709159380834848,559.775,in_progress,0.0,0
120,5.0,3.268718573319066,0.7027187403334373,4.475875718932606,-11.4,3.5,9,2.4715619576270944,False,True,1.1802691800247833,1,17.709159380834848,559.841,in_progress,0.0,0
120,6.0,3.319957472394662,0.7091381163051724,4.965909498404448,-11.4,3.5,9,2.4488997419790506,False,True,1.4696599305501168,2,17.709159380834848,559.902,in_progress,0.0,0
120,7.0,3.38350821720671,0.7096051965461733,3.8057482940621763,-4.6,2.1,18,0.001,False,True,1.828332413402043,2,17.709159380834848,559.97,in_progress,0.0,0
120,8.0,3.4615206842454276,0.7094015843907857,2.578959501651611,-11.4,3.5,9,2.4325000362692157,False,True,2.2688525489579634,3,17.709159380834848,560.033,in_progress,0.0,0
120,9.0,3.551629634624716,0.7044646809655305,0.5443837216977999,-10.8,2.5,7,0.001,False,True,2.7776891609765584,3,17.709159380834848,560.102,in_progress,0.0,0
120,10.0,3.6666558808980163,0.688309643938276,-3.2455356828416355,23.0,1.4,0,0.001,False,True,3.4271821018050637,4,17.709159380834848,560.175,in_progress,0.0,0
120,11.0,3.7818159580168302,0.6751416844098813,-4.709717763450257,-0.9,3.0,4,0.001,False,True,4.077439663053985,5,17.709159380834848,560.239,in_progress,0.0,0
120,12.0,3.8874064476671624,0.6707126398659341,-3.9300284348636985,-0.9,3.0,4,0.001,False,True,4.673680042147437,6,17.709159380834848,560.309,in_progress,0.0,0
120,13.0,4.029595377971969,0.6683576715991247,-2.510281750869688,12.2,2.7,5,2.660588210923186,False,True,5.47658720192285,6,17.709159380834848,560.367,in_progress,0.0,0
120,14.0,4.157268153163624,0.6731118726270039,-0.46424334616882934,0.5,3.5,2,3.084667686503639,False,True,6.197538154960556,7,17.709159380834848,560.443,in_progress,0.0,0
120,15.0,4.327744405605239,0.6888562526150336,2.87978525251799,-11.4,3.5,9,1.9864468829706707,False,True,7.160214234382732,8,17.709159380834848,560.508,in_progress,0.0,0
120,16.0,4.500146744350823,0.6942544731142251,2.116725599218204,3.9,2.4,1,3.180001485058852,False,True,8.133745632994671,10,17.709159380834848,560.576,in_progress,0.0,0
120,17.0,4.691219963870042,0.6989173558825291,1.6618534407820023,-4.6,2.1,18,3.2942056975253204,False,True,9.212707325530232,11,17.709159380834848,560.643,in_progress,0.0,0
120,18.0,4.847490961992156,0.702221395532047,1.2494054242447106,-10.8,2.5,7,3.1091444728677473,False,True,10.095146250855244,12,17.709159380834848,560.712,in_progress,0.0,0
120,19.0,5.012851457438813,0.696772488771617,-0.5013964694435789,12.5,3.5,17,1.9699068283211039,False,True,11.028888892698467,13,17.709159380834848,560.776,in_progress,0.0,0
120,20.0,5.189329198872202,0.6950937506217809,-0.4210454032224878,7.2,2.0,12,3.808119451615908,False,True,12.025416042612632,14,17.709159380834848,560.842,in_progress,0.0,0
120,21.0,5.353724137405304,0.7076807756242633,2.3044790490850526,-0.9,3.0,4,2.2401479400693005,False,True,12.95376161941483,15,17.709159380834848,560.913,in_progress,0.0,0
120,22.0,5.541190779072475,0.7343993901283872,5.820945680353206,-2.0,1.4,15,0.001,False,True,14.012703040258295,17,17.709159380834848,560.98,in_progress,0.0,0
120,23.0,5.716421295334603,0.771159158848866,9.722889051810986,16.3,1.6,8,4.16302425618559,False,True,15.001620459375575,18,17.709159380834848,561.053,in_progress,0.0,0
120,24.0,5.874160027597867,0.8151967402838578,13.179161759731931,-0.9,3.0,4,2.40099509015769,False,True,15.889074792663587,19,17.709159380834848,561.116,in_progress,0.0,0
120,25.0,6.01317116257523,0.8624523614983697,16.037828019586243,12.5,3.5,17,2.301930330304446,False,True,16.669003212254243,20,17.709159380834848,561.181,in_progress,0.0,0
120,26.0,6.175305521303554,0.9286909971373095,19.748335162500695,16.3,1.6,8,4.253649965710992,False,True,17.628393151554707,21,17.709159380834848,561.249,in_progress,0.0,0
120,27.0,6.326460400731403,1.0102621428856196,25.407400316766804,-30.0,1.3,20,4.217198365111564,False,True,18.68957320124789,22,17.709159380834848,561.321,in_progress,0.0,0
120,28.0,6.464451586103324,1.0916025125661883,29.57659383619737,16.3,1.6,8,0.001,False,False,19.94518808350637,24,17.709159380834848,561.368,in_progress,0.0,0
120,29.0,6.550758180625771,1.1398628667958013,30.028076517316748,17.0,2.2,14,0.001,False,False,20.857824429819967,25,17.709159380834848,561.441,in_progress,0.0,0
120,30.0,6.680307855776772,1.2254661580521309,31.933569399148098,-10.0,1.7,11,0.001,False,False,22.196622312038723,26,17.709159380834848,561.509,in_progress,0.0,0
120,31.0,6.790126961010578,1.3042294286338099,33.631547738773165,12.2,2.7,5,0.001,False,False,23.35362676791603,28,17.709159380834848,561.58,in_progress,0.0,0
