episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
40,1.0,3.199830974839391,0.683027855447802,0.1545904902662937,-10.0,1.7,11,0.0,False,True,0.7911044022132758,1,17.709159380834848,160.437,prepare,0.0,0
40,2.0,3.1997327938476237,0.6831032114197831,0.18326595495146542,-11.4,3.5,9,3.428754372253664,False,True,0.7905513581379284,1,17.709159380834848,160.507,in_progress,0.0,0
40,3.0,3.2086928988634207,0.6860117850655905,1.0344271680893233,0.6,3.9,10,3.9126338226293167,False,True,0.8411995132467561,1,17.709159380834848,160.578,in_progress,0.0,0
40,4.0,3.2333618434929754,0.6933910412303494,2.893122582111074,0.6,3.9,10,3.8989612692162403,False,True,0.9805365361052676,1,17.709159380834848,160.642,in_progress,0.0,0
40,5.0,3.2717065496678153,0.6961177582627407,3.0686914526826503,-2.0,1.4,15,0.001,False,True,1.1970845716233902,1,17.709159380834848,160.71,in_progress,0.0,0
40,6.0,3.3265889036578176,0.6971947538049695,2.700923296437819,-10.8,2.5,7,0.001,False,True,1.5070029460997694,2,17.709159380834848,160.777,in_progress,0.0,0
40,7.0,3.400968856737665,0.6937535655622823,1.0652212180043712,2.3,1.7,6,0.001,False,True,1.9269063760067509,2,17.709159380834848,160.841,in_progress,0.0,0
40,8.0,3.480293451209101,0.69066227492883,0.057557293048502434,0.6,3.9,10,3.9183246908247886,False,True,2.3748316924438218,3,17.709159380834848,160.909,in_progress,0.0,0
40,9.0,3.5700621885635293,0.6886189683513848,-0.48723001446471365,0.6,3.9,10,3.91771334384167,False,True,2.881738615440107,3,17.709159380834848,160.971,in_progress,0.0,0
40,10.0,3.6892814818617126,0.6828057063896462,-1.4822355502537632,0.6,3.9,10,3.9264126638710644,False,True,3.5549326175081513,4,17.709159380834848,161.039,in_progress,0.0,0
40,11.0,3.8150132017311082,0.6761867669740989,-2.191960701565307,-2.0,1.4,15,0.001,False,True,4.264900970209089,5,17.709159380834848,161.111,in_progress,0.0,0
40,12.0,3.935387662213727,0.6632473500466413,-4.150978073771333,-11.4,3.5,9,3.0567094192639046,False,True,4.944605464348652,6,17.709159380834848,161.176,in_progress,0.0,0
40,13.0,4.079689870452826,0.6368063807053702,-7.566367378786199,3.9,2.4,1,0.001,False,True,5.759398631716764,7,17.709159380834848,161.243,in_progress,0.0,0
40,14.0,4.209269366354562,0.6033448970168895,-11.038022592233139,-11.4,3.5,9,2.9015043091194688,False,True,6.491038995331936,8,17.709159380834848,161.31,in_progress,0.0,0
40,15.0,4.364174546597386,0.5580969981527079,-14.113323006141089,11.3,1.3,16,0.001,False,True,7.365662260555748,9,17.709159380834848,161.378,in_progress,0.0,0
40,16.0,4.50545844106194,0.5140546555573742,-17.35023213218621,0.6,3.9,10,1.5545767700308373,False,True,8.163377840232624,10,17.709159380834848,161.443,in_progress,0.0,0
40,17.0,4.657889012619051,0.46802606704828664,-19.177073183354402,23.0,1.4,0,0.001,False,True,9.02401505865624,11,17.709159380834848,161.511,in_progress,0.0,0
40,18.0,4.811667060712646,0.4313432370980977,-18.076288706796348,3.9,2.4,1,3.3279078031080873,False,True,9.892267636734596,12,17.709159380834848,161.579,in_progress,0.0,0
40,19.0,4.9399443341625595,0.4031849152508259,-15.68635578747209,23.0,1.4,0,0.001,False,True,10.616555311770181,13,17.709159380834848,161.639,in_progress,0.0,0
40,20.0,5.092468813036499,0.37155558988745596,-13.544921402119783,7.2,2.0,12,2.976317239413264,False,True,11.477824754080391,14,17.709159380834848,161.711,in_progress,0.0,0
40,21.0,5.221704169880625,0.3582232821252334,-9.991548922479128,23.0,1.4,0,0.001,False,False,12.20765643149018,14,17.709159380834848,161.78,in_progress,0.0,0
40,22.0,5.350013514787885,0.35626593313388966,-5.7264111274598966,17.0,2.2,14,0.001,False,False,12.931918001728116,15,17.709159380834848,161.839,in_progress,0.0,0
40,23.0,5.464496303906627,0.3687835446231257,-0.6306497304156119,12.2,2.7,5,0.001,False,False,13.576601120740106,16,17.709159380834848,161.91,in_progress,0.0,0
40,24.0,5.613904433800744,0.40184563966731907,6.37922783420711,0.5,3.5,2,0.001,False,False,14.423404714270498,17,17.709159380834848,161.978,in_progress,0.0,0
40,25.0,5.758529394833692,0.4454403999358067,11.924335663055514,11.3,1.3,16,2.237185704264625,False,True,15.245787432869346,18,17.709159380834848,162.046,in_progress,0.0,0
40,26.0,5.892958174599862,0.4937048026462588,16.841996976143147,16.3,1.6,8,3.5194694657450403,False,True,16.00361176385028,19,17.709159380834848,162.108,in_progress,0.0,0
40,27.0,6.01342500805623,0.5482700316789062,21.509084681733707,-11.4,3.5,9,1.6817600586597152,False,True,16.685279513048602,20,17.709159380834848,162.178,in_progress,0.0,0
40,28.0,6.139553980708128,0.6059172416236841,23.224834639606044,12.5,3.5,17,1.8682697554841432,False,True,17.379971231011858,21,17.709159380834848,162.243,in_progress,0.0,0
40,29.0,6.287528663176092,0.6766381114737576,24.63208799039967,0.5,3.5,2,1.8736044471648376,False,True,18.220988434361917,22,17.709159380834848,162.307,in_progress,0.0,0
40,30.0,6.428897496477751,0.7588704309475934,27.76839419992943,16.3,1.6,8,3.902316605131903,False,True,19.070443964492654,23,17.709159380834848,162.374,in_progress,0.0,0
40,31.0,6.577639175728917,0.8564249106294726,31.32857139732742,11.3,1.3,16,4.061317334913318,False,True,20.109065366551754,24,17.709159380834848,162.437,in_progress,0.0,0
40,32.0,6.694976352133684,0.9467398330034605,34.75221626475816,11.3,1.3,16,4.274220419926687,False,True,21.039356005771218,25,17.709159380834848,162.506,in_progress,0.0,0
40,33.0,6.794572738967374,1.0375563889066377,38.38822455496395,12.2,2.7,5,2.239179856526933,False,True,21.863722423949117,26,17.709159380834848,162.577,in_progress,0.0,0
40,34.0,6.896820693141995,1.147977574796069,43.1810810665403,12.2,2.7,5,2.314159680550513,False,True,23.006401753640905,27,17.709159380834848,162.639,in_progress,0.0,0
40,35.0,6.9881799352875715,1.2706015452266606,48.53395549231666,0.3,2.6,13,2.3613683239375582,False,True,23.991565783011545,28,17.709159380834848,162.71,in_progress,0.0,0
40,36.0,7.069857656770256,1.3927178902959896,52.46500668974944,12.5,3.5,17,2.3582305101286343,False,True,24.910801527655476,29,17.709159380834848,162.777,in_progress,0.0,0
40,37.0,7.153809050786055,1.5422186036276373,57.53518107199268,12.2,2.7,5,2.303206474353308,False,True,25.94692936381649,31,17.709159380834848,162.831,in_progress,0.0,0
40,38.0,7.226441571471731,1.7093503916599018,63.75766135265084,16.3,1.6,8,3.5376598005366726,False,True,27.0458291060477,32,17.709159380834848,162.91,in_progress,0.0,0
40,39.0,7.285414805337725,1.8785457221960118,69.43641915517439,0.5,3.5,2,0.001,False,True,28.00618916385958,33,17.709159380834848,162.978,in_progress,0.0,0
40,40.0,7.3269294403651,2.0183497016347403,72.1893439520443,-10.8,2.5,7,1.894163873342044,False,True,28.728300586087673,34,17.709159380834848,163.043,in_progress,0.0,0
40,41.0,7.384614123924104,2.1934286952267725,72.23748683473762,-10.8,2.5,7,0.001,False,True,29.49435067889288,35,17.709159380834848,163.111,in_progress,0.0,0
40,42.0,7.447448295130746,2.343167556748005,69.43959233694447,-0.9,3.0,4,0.001,False,True,29.901146006111425,35,17.709159380834848,163.177,in_progress,0.0,0
40,43.0,7.5213242885430915,2.5120953011322307,67.6319045502286,12.5,3.5,17,0.001,False,False,30.503524872282206,36,17.709159380834848,163.238,in_progress,0.0,0
40,44.0,7.574579697895252,2.658814022541182,69.04290682841426,0.6,3.9,10,0.001,False,False,30.59911402801146,36,17.709159380834848,163.305,in_progress,0.0,0
40,45.0,7.639243321257954,2.863820958372704,71.22737915113593,-4.6,2.1,18,0.001,True,False,31.29928526598403,37,17.709159380834848,163.367,off_track,0.0,0
41,1.0,4.085307906937687,0.683595154489043,0.017343408518841474,17.0,2.2,14,0.0,False,True,0.791214331997002,7,17.709159380834848,163.509,prepare,0.0,0
41,2.0,4.085190493550231,0.683613237488097,0.01993050474265615,-2.0,1.4,15,0.001,False,True,0.7905513581378705,7,17.709159380834848,163.571,in_progress,0.0,0
41,3.0,4.095591454854928,0.6843487879085655,0.2108664994370072,-10.0,1.7,11,0.001,False,True,0.8492848983516821,7,17.709159380834848,163.647,in_progress,0.0,0
41,4.0,4.1193106631800545,0.6825522273838183,-0.26562263588030816,-2.0,1.4,15,0.001,False,True,0.9832188442467832,7,17.709159380834848,163.707,in_progress,0.0,0
41,5.0,4.162292794580412,0.6801216901619479,-0.8548333768004392,0.6,3.9,10,2.990761861027245,False,True,1.2259252768050246,7,17.709159380834848,163.777,in_progress,0.0,0
41,6.0,4.215529852534452,0.6778017900746486,-1.3147964180882152,-2.0,1.4,15,0.001,False,True,1.5265393989759026,8,17.709159380834848,163.841,in_progress,0.0,0
41,7.0,4.278707376905986,0.6731579857542607,-2.0250658132895656,-11.4,3.5,9,3.5303772637773267,False,True,1.8832803072778668,8,17.709159380834848,163.911,in_progress,0.0,0
41,8.0,4.36091705334291,0.6674797781065893,-2.748449054713613,-10.8,2.5,7,4.221705893490028,False,True,2.347489971354784,9,17.709159380834848,163.972,in_progress,0.0,0
41,9.0,4.444444779883987,0.6497345394675272,-5.837912656825285,-10.0,1.7,11,0.001,False,True,2.819118655758633,9,17.709159380834848,164.041,in_progress,0.0,0
41,10.0,4.549525518169735,0.6163082219971329,-10.703040305856113,0.3,2.6,13,4.35237238466854,False,True,3.4124209267326746,10,17.709159380834848,164.111,in_progress,0.0,0
41,11.0,4.659116197181359,0.5820124114067985,-13.344636116460713,11.3,1.3,16,0.001,False,True,4.0311812979968025,11,17.709159380834848,164.179,in_progress,0.0,0
41,12.0,4.77209553155484,0.5665718339613244,-11.234416335579377,11.3,1.3,16,0.001,False,True,4.669109060436807,11,17.709159380834848,164.243,in_progress,0.0,0
41,13.0,4.871992436976266,0.5634233878712436,-7.701313646544713,7.2,2.0,12,3.9050429935093356,False,True,5.233196723489077,12,17.709159380834848,164.311,in_progress,0.0,0
41,14.0,4.974384391293385,0.5669795678816323,-4.065680495053711,-4.6,2.1,18,3.96725708061701,False,True,5.811390906470572,13,17.709159380834848,164.373,in_progress,0.0,0
41,15.0,5.097152441166962,0.5637705540646996,-3.109165421230668,11.3,1.3,16,0.001,False,True,6.504654660026995,14,17.709159380834848,164.444,in_progress,0.0,0
41,16.0,5.209540106450586,0.5634432828327331,-1.9707487535941486,-11.4,3.5,9,1.7871806848186502,False,True,7.139318403717764,14,17.709159380834848,164.508,in_progress,0.0,0
41,17.0,5.323403462617707,0.5652044058364932,-0.8948650519723711,12.5,3.5,17,2.187059101830052,False,True,7.782185950991867,15,17.709159380834848,164.575,in_progress,0.0,0
41,18.0,5.439336074545894,0.5679754987862486,0.12080292470251774,-4.6,2.1,18,3.833916603920777,False,True,8.436840648602848,16,17.709159380834848,164.642,in_progress,0.0,0
41,19.0,5.579303313509465,0.5726664176551549,0.9556568562798878,-4.6,2.1,18,3.7227203793057555,False,True,9.226578639278447,17,17.709159380834848,164.707,in_progress,0.0,0
41,20.0,5.717869833580146,0.5635438430252778,-1.3630070274089505,-4.6,2.1,18,3.1492145136108594,False,True,10.010180064054435,18,17.709159380834848,164.776,in_progress,0.0,0
41,21.0,5.8602048475933435,0.5444466670734631,-4.5892742169292475,12.2,2.7,5,1.917757684241858,False,True,10.817338374503036,19,17.709159380834848,164.839,in_progress,0.0,0
41,22.0,5.998726161869698,0.5303217237181768,-5.068971954385575,30.0,1.3,19,3.73414560382937,False,True,11.603128973868335,20,17.709159380834848,164.911,in_progress,0.0,0
41,23.0,6.161845270708,0.5285830877309777,-2.7098475170725096,30.0,1.3,19,3.758840362957336,False,True,12.494637909104856,21,17.709159380834848,164.977,in_progress,0.0,0
41,24.0,6.281456193735755,0.5342173936053579,-0.3460682341518281,30.0,1.3,19,3.605148499982825,False,True,13.120441061729988,21,17.709159380834848,165.039,in_progress,0.0,0
41,25.0,6.389738676660637,0.5448745131209589,2.0569946780671304,12.5,3.5,17,1.8692464075900284,False,True,13.68771426875212,22,17.709159380834848,165.104,in_progress,0.0,0
41,26.0,6.506352542399154,0.568699574621354,6.152777455044185,12.5,3.5,17,1.751610393233832,False,True,14.358361976270784,23,17.709159380834848,165.179,in_progress,0.0,0
41,27.0,6.627965915027356,0.6149996478069312,13.124693625844213,12.5,3.5,17,1.8392096381717342,False,True,14.926293063021934,24,17.709159380834848,165.243,in_progress,0.0,0
