episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
160,1.0,3.1999425070032497,0.683215674933736,0.20323539539447755,0.5,3.5,2,0.0,False,True,0.7917375906564659,1,17.709159380834848,378.793,prepare,0.0,0
160,2.0,3.1997327938476707,0.6831032114197834,0.18326595495146542,2.3,1.7,6,0.001,False,True,0.7905513581379278,1,17.709159380834848,378.866,in_progress,0.0,0
160,3.0,3.208579530892136,0.6848604994592096,0.6244646382300554,2.3,1.7,6,0.001,False,True,0.8405385565169421,1,17.709159380834848,378.936,in_progress,0.0,0
160,4.0,3.2328056487445553,0.6888896169544321,1.5206002547927475,-10.1,1.7,11,0.001,False,True,0.9773568972842572,1,17.709159380834848,378.988,in_progress,0.0,0
160,5.0,3.2664688761415253,0.691769844185283,1.9807561708567676,0.6,3.9,10,4.687624089844124,False,True,1.1674709383259612,1,17.709159380834848,379.064,in_progress,0.0,0
160,6.0,3.31866498054923,0.6926117738019001,1.7780509226387267,0.5,3.5,2,4.112421508395623,False,True,1.462218596108782,2,17.709159380834848,379.124,in_progress,0.0,0
160,7.0,3.375192694652274,0.7005257798794873,3.175275187091752,-11.4,3.5,9,4.110393814087557,False,True,1.7813633620201015,2,17.709159380834848,379.188,in_progress,0.0,0
160,8.0,3.4503685698483797,0.7051848656184825,3.315785673976022,-0.9,3.0,4,0.001,False,True,2.205872805804043,3,17.709159380834848,379.246,in_progress,0.0,0
160,9.0,3.5460694529413215,0.7138244242258065,3.995547267954537,-0.9,3.0,4,0.001,False,True,2.746312864155776,3,17.709159380834848,379.335,in_progress,0.0,0
160,10.0,3.6520072975101514,0.7300752798979581,5.7978419432093,3.9,2.4,1,0.001,False,True,3.344558455890536,4,17.709159380834848,379.399,in_progress,0.0,0
160,11.0,3.764240053952399,0.7530250681148726,8.239255715688747,-11.4,3.5,9,4.45247605186521,False,True,3.9783564957004685,5,17.709159380834848,379.454,in_progress,0.0,0
160,12.0,3.9066600839615515,0.7826945973632542,10.13617203181268,-10.8,2.5,7,0.001,False,True,4.782621341764148,6,17.709159380834848,379.536,in_progress,0.0,0
